Date,Open,High,Low,Close,Adj Close,Volume
2012-04-01,null,null,null,null,null,null
2012-05-01,207.179993,208.929993,192.000000,192.899994,163.787659,86005300
2012-06-01,190.119995,199.990005,187.000000,195.580002,166.758911,84559100
2012-07-01,196.360001,197.839996,181.850006,195.979996,167.099976,91516500
2012-08-01,196.960007,202.000000,193.020004,194.850006,166.136490,60653700
2012-09-01,196.610001,208.320007,193.250000,207.449997,177.634933,77341400
2012-10-01,208.009995,211.789993,190.559998,194.529999,166.571793,96155000
2012-11-01,194.679993,198.000000,184.779999,190.070007,162.752808,81892500
2012-12-01,190.759995,196.449997,186.940002,191.550003,164.737915,79320200
2013-01-01,194.089996,208.580002,190.389999,203.070007,174.645447,87636600
2013-02-01,204.649994,205.350006,197.509995,200.830002,172.718964,64144100
2013-03-01,200.649994,215.899994,199.360001,213.300003,184.215622,76023800
2013-04-01,212.800003,214.889999,187.679993,202.539993,174.922791,108666600
2013-05-01,201.869995,211.979996,199.199997,208.020004,179.655579,90683600
2013-06-01,208.250000,210.050003,188.410004,191.110001,165.824982,80215000
2013-07-01,192.149994,200.940002,190.259995,195.039993,169.234970,88079400
2013-08-01,196.649994,197.169998,181.100006,182.270004,158.154556,73077400
2013-09-01,183.630005,194.889999,182.309998,185.179993,161.482758,71488100
2013-10-01,185.339996,186.990005,172.570007,179.210007,156.276749,130967100
2013-11-01,179.809998,186.240005,177.309998,179.679993,156.686600,100984900
2013-12-01,179.460007,187.789993,172.729996,187.570007,164.445328,97993100
2014-01-01,187.210007,190.809998,175.339996,176.679993,154.897873,123489300
2014-02-01,176.020004,186.119995,172.190002,185.169998,162.341187,87054800
2014-03-01,183.330002,195.630005,182.210007,192.490005,169.683929,118984000
2014-04-01,193.119995,199.210007,187.009995,196.470001,173.192352,118441200
2014-05-01,196.309998,196.740005,182.330002,184.360001,162.517151,70018300
2014-06-01,184.759995,187.649994,179.270004,181.270004,160.723618,78501700
2014-07-01,181.699997,196.399994,181.699997,191.669998,169.944794,97597800
2014-08-01,190.500000,194.130005,183.580002,192.300003,170.503403,53454100
2014-09-01,192.679993,195.000000,188.119995,189.830002,169.308746,64179600
2014-10-01,189.910004,190.889999,161.100006,164.399994,146.627823,146255300
2014-11-01,164.250000,164.970001,159.800003,162.169998,144.638901,80015600
2014-12-01,161.639999,164.520004,150.500000,160.440002,144.075256,101583300
2015-01-01,161.309998,163.309998,149.520004,153.309998,137.672531,117006200
2015-02-01,154.000000,164.990005,151.509995,161.940002,145.422302,76963200
2015-03-01,161.940002,165.350006,153.399994,160.500000,145.140244,104847300
2015-04-01,160.229996,175.130005,158.389999,171.289993,154.897629,93533800
2015-05-01,173.199997,176.300003,168.839996,169.649994,153.414551,57785700
2015-06-01,170.210007,171.559998,162.119995,162.660004,148.206680,80846400
2015-07-01,163.970001,173.779999,158.500000,161.990005,147.596237,93854600
2015-08-01,161.699997,161.850006,140.619995,147.889999,134.749084,93667600
2015-09-01,144.910004,149.679993,141.149994,144.970001,133.185074,81556300
2015-10-01,145.309998,153.149994,137.330002,140.080002,128.692596,120371200
2015-11-01,140.500000,142.800003,131.649994,139.419998,128.086212,85427700
2015-12-01,139.580002,141.399994,133.910004,137.619995,127.618500,97954000
2016-01-01,135.600006,136.889999,118.000000,124.790001,115.720940,126221600
2016-02-01,124.400002,134.919998,116.900002,131.029999,121.507439,106605800
2016-03-01,132.240005,153.100006,132.029999,151.449997,141.877975,105698400
2016-04-01,150.509995,153.520004,142.610001,145.940002,136.716232,93489400
2016-05-01,146.559998,153.809998,142.899994,153.740005,144.023270,75181700
2016-06-01,153.000000,155.479996,142.500000,151.779999,143.559326,76966700
2016-07-01,151.779999,163.600006,149.919998,160.619995,151.920517,69408600
2016-08-01,160.649994,164.949997,157.850006,158.880005,150.274765,69316700
2016-09-01,158.320007,165.000000,153.210007,158.850006,151.544022,69885800
2016-10-01,158.059998,158.529999,147.789993,153.690002,146.621353,78230800
2016-11-01,153.500000,164.660004,151.000000,162.220001,154.759018,76307100
2016-12-01,161.949997,169.949997,158.300003,165.990005,159.792236,68957500
2017-01-01,167.000000,179.250000,165.339996,174.520004,168.003754,88746500
2017-02-01,175.000000,182.789993,172.889999,179.820007,173.105850,59612000
2017-03-01,180.479996,182.550003,172.089996,174.139999,168.963440,79477000
2017-04-01,173.820007,176.330002,159.600006,160.289993,155.525146,100052300
2017-05-01,160.050003,160.419998,149.789993,152.630005,148.092850,103329100
2017-06-01,152.800003,157.199997,150.800003,153.830002,150.715256,83977000
