Date,Open,High,Low,Close,Adj Close,Volume
2012-04-01,null,null,null,null,null,null
2012-05-01,43.180000,46.099998,42.840000,45.709999,42.421780,235329800
2012-06-01,45.150002,48.950001,44.139999,48.500000,45.011074,202963900
2012-07-01,48.619999,50.540001,46.849998,49.139999,45.605038,177535700
2012-08-01,49.330002,50.650002,48.130001,49.470001,45.911297,175338200
2012-09-01,49.520000,53.400002,49.230000,52.279999,48.519150,162824600
2012-10-01,52.310001,53.150002,48.799999,49.119999,45.586472,159711500
2012-11-01,49.279999,50.990002,46.529999,49.660000,46.087624,218866700
2012-12-01,49.770000,51.060001,48.549999,49.790001,46.208275,159328600
2013-01-01,50.799999,54.869999,50.180000,53.880001,50.771931,186436300
2013-02-01,54.180000,55.950001,53.410000,54.590000,51.440979,183387500
2013-03-01,54.310001,57.820000,54.299999,56.799999,53.523491,135853800
2013-04-01,56.889999,63.250000,56.150002,62.840000,59.215076,181634900
2013-05-01,62.880001,67.889999,62.799999,63.080002,59.441231,202249600
2013-06-01,63.060001,65.550003,61.820000,63.150002,59.507195,151203100
2013-07-01,63.840000,67.360001,62.570000,64.650002,60.920666,132449900
2013-08-01,65.160004,67.160004,60.410000,60.830002,57.321022,161728900
2013-09-01,61.419998,67.650002,60.520000,64.489998,60.769894,207271000
2013-10-01,64.370003,69.870003,63.099998,68.589996,64.633385,149885600
2013-11-01,68.709999,71.690002,66.720001,70.540001,66.470901,127300800
2013-12-01,70.790001,76.540001,68.800003,76.400002,71.992859,139787700
2014-01-01,76.040001,76.839996,71.120003,72.610001,69.266197,144225600
2014-02-01,72.660004,81.589996,69.849998,80.809998,77.088570,159959800
2014-03-01,80.300003,83.650002,77.279999,80.070000,76.382660,147818100
2014-04-01,80.389999,82.849998,76.309998,79.339996,75.686264,141470400
2014-05-01,79.349998,84.389999,79.209999,84.010002,80.141212,135289000
2014-06-01,84.269997,86.070000,81.800003,85.739998,81.791550,129981800
2014-07-01,85.809998,87.629997,84.870003,85.879997,81.925102,120676600
2014-08-01,85.389999,91.139999,85.209999,89.879997,85.740883,119719000
2014-09-01,90.180000,91.199997,87.360001,89.029999,84.930031,112146900
2014-10-01,89.080002,91.980003,78.540001,91.379997,87.171806,196405200
2014-11-01,91.239998,92.959999,88.650002,92.510002,88.249779,129883200
2014-12-01,92.629997,95.930000,90.129997,94.190002,89.852409,145232700
2015-01-01,94.910004,96.430000,90.830002,90.959999,87.874016,139464200
2015-02-01,91.300003,105.980003,90.059998,104.080002,100.548897,149274300
2015-03-01,104.349998,108.940002,102.870003,104.889999,101.331413,127270200
2015-04-01,105.430000,111.660004,104.250000,108.720001,105.031471,118661800
2015-05-01,109.949997,113.300003,107.669998,110.370003,106.625496,121202700
2015-06-01,111.480003,115.279999,107.650002,114.139999,110.267593,132393900
2015-07-01,114.949997,120.720001,114.269997,120.000000,115.928780,128309300
2015-08-01,120.879997,122.080002,90.000000,101.879997,98.995956,408933900
2015-09-01,99.309998,105.949997,97.769997,102.199997,99.306900,191007200
2015-10-01,102.970001,115.400002,99.879997,113.739998,110.520226,159816200
2015-11-01,114.489998,120.650002,110.809998,113.470001,110.257874,193900600
2015-12-01,114.150002,115.470001,104.300003,105.080002,102.105377,228548000
2016-01-01,103.120003,103.430000,90.419998,95.820000,93.704353,222720400
2016-02-01,95.080002,97.000000,86.250000,95.519997,93.410973,207193800
2016-03-01,95.900002,100.370003,95.529999,99.309998,97.117294,142983000
2016-04-01,98.800003,105.599998,95.800003,103.260002,100.980087,149167200
2016-05-01,103.300003,106.750000,97.510002,99.220001,97.029289,175227200
2016-06-01,98.669998,100.959999,94.000000,97.820000,95.660194,154873400
2016-07-01,97.750000,100.800003,95.820000,95.949997,93.831482,129109600
2016-08-01,96.150002,99.269997,94.160004,94.459999,93.045403,186488400
2016-09-01,94.730003,94.959999,91.190002,92.860001,91.469368,164551100
2016-10-01,92.470001,94.400002,90.320000,92.690002,91.301910,139341100
2016-11-01,92.779999,100.290001,91.660004,99.120003,97.635628,187468800
2016-12-01,99.129997,106.260002,98.250000,104.220001,102.659241,177569400
2017-01-01,105.300003,111.050003,105.209999,110.650002,109.832932,146524500
2017-02-01,110.709999,111.989998,108.580002,110.089996,109.277069,130193900
2017-03-01,110.660004,113.709999,110.040001,113.389999,112.552704,128977500
2017-04-01,113.180000,116.099998,112.040001,115.599998,114.746384,97200100
2017-05-01,115.589996,115.610001,105.230003,107.940002,107.142944,173480500
2017-06-01,107.730003,108.639999,103.169998,106.250000,105.465424,168352500
