Date,Open,High,Low,Close,Adj Close,Volume
2012-04-01,null,null,null,null,null,null
2012-05-01,102.809998,103.500000,86.010002,87.620003,73.799225,157796600
2012-06-01,85.080002,89.870003,80.959999,84.910004,71.516685,154481000
2012-07-01,85.349998,87.559998,78.250000,84.209999,70.927101,172984300
2012-08-01,85.000000,92.080002,82.099998,85.330002,72.329620,145343300
2012-09-01,85.029999,94.279999,81.779999,86.040001,72.931442,157670000
2012-10-01,86.720001,87.529999,82.099998,84.809998,71.888840,154601200
2012-11-01,85.220001,88.599998,80.160004,85.239998,72.689651,131418100
2012-12-01,85.919998,91.830002,83.750000,89.610001,76.416229,115496400
2013-01-01,92.949997,99.199997,92.889999,98.389999,84.386841,139248800
2013-02-01,99.000000,99.699997,88.500000,92.370003,79.223625,101518700
2013-03-01,91.540001,91.959999,85.800003,86.970001,74.592178,122103600
2013-04-01,86.860001,87.000000,79.489998,84.669998,72.619514,177758200
2013-05-01,84.070000,90.690002,82.660004,85.800003,74.061401,147274700
2013-06-01,85.910004,86.470001,80.860001,82.489998,71.204247,121551200
2013-07-01,83.040001,89.000000,81.349998,82.910004,71.566780,145520800
2013-08-01,83.620003,87.430000,81.459999,82.540001,71.744064,116049500
2013-09-01,83.150002,88.250000,81.720001,83.400002,72.491615,103496700
2013-10-01,83.559998,89.169998,82.449997,83.360001,72.456818,126277800
2013-11-01,83.779999,85.180000,81.870003,84.599998,74.049637,91788100
2013-12-01,84.699997,91.669998,83.110001,90.809998,79.485207,103160000
2014-01-01,90.410004,94.690002,85.879997,93.910004,82.198601,149976200
2014-02-01,93.739998,98.239998,91.059998,96.970001,85.431694,114906100
2014-03-01,96.320000,100.629997,95.059998,99.370003,87.546120,120229900
2014-04-01,98.940002,107.400002,98.940002,105.400002,92.858620,114458600
2014-05-01,105.199997,108.209999,100.720001,102.230003,90.596123,81653000
2014-06-01,102.419998,109.849998,102.010002,108.669998,96.303246,68902600
2014-07-01,109.080002,111.459999,100.739998,100.750000,89.284546,81170300
2014-08-01,100.519997,109.099998,99.110001,109.070000,97.268929,93200800
2014-09-01,109.029999,109.730003,98.260002,99.029999,88.315224,106277300
2014-10-01,98.639999,102.370003,90.050003,101.410004,90.437729,131520200
2014-11-01,101.610001,107.120003,98.040001,100.599998,90.398796,71483300
2014-12-01,100.239998,101.459999,88.029999,91.529999,82.248535,123785900
2015-01-01,91.769997,92.370003,78.809998,79.970001,71.860748,169935500
2015-02-01,80.080002,85.809998,79.489998,82.900002,75.104462,109675600
2015-03-01,82.900002,83.790001,78.190002,80.029999,72.504333,125119100
2015-04-01,80.029999,87.919998,79.389999,86.879997,78.710190,128123100
2015-05-01,87.690002,89.620003,85.110001,85.320000,77.937523,87199000
2015-06-01,86.059998,88.809998,84.699997,84.820000,77.480797,76787300
2015-07-01,85.389999,85.449997,74.769997,78.629997,71.826385,144266200
2015-08-01,78.419998,80.309998,70.230003,75.660004,69.751556,172282200
2015-09-01,74.500000,76.160004,62.990002,65.360001,60.255901,173141300
2015-10-01,65.629997,73.279999,63.099998,72.989998,67.290062,157551400
2015-11-01,73.000000,75.930000,68.410004,72.650002,67.725121,102799600
2015-12-01,72.330002,72.639999,64.099998,67.959999,63.353043,140848000
2016-01-01,66.879997,68.440002,56.360001,62.240002,58.020805,173528200
2016-02-01,61.970001,68.580002,59.799999,67.699997,63.900829,127993000
2016-03-01,68.440002,77.250000,67.339996,76.540001,72.244759,141802500
2016-04-01,75.650002,80.889999,73.699997,77.720001,73.358543,121584500
2016-05-01,77.349998,78.070000,69.040001,72.510002,69.108246,112097100
2016-06-01,71.980003,78.699997,70.529999,75.809998,72.253426,106016600
2016-07-01,75.379997,84.290001,73.459999,82.760002,78.877388,103831700
2016-08-01,82.760002,84.730003,80.919998,81.949997,78.857796,74505900
2016-09-01,81.589996,88.980003,79.930000,88.769997,85.420464,99190800
2016-10-01,88.230003,89.870003,82.709999,83.459999,80.310822,105520100
2016-11-01,83.470001,96.440002,80.330002,95.559998,92.765968,120945700
2016-12-01,96.000000,97.400002,91.000000,92.739998,90.028419,88171700
2017-01-01,94.000000,99.459999,92.199997,95.660004,92.863045,94093100
2017-02-01,95.809998,99.199997,92.110001,96.660004,94.612389,85099900
2017-03-01,98.199997,98.970001,90.339996,92.760002,90.795006,142419000
2017-04-01,92.430000,105.980003,91.000000,102.260002,100.093758,111600400
2017-05-01,102.650002,105.940002,97.739998,105.430000,104.053795,103921000
2017-06-01,105.769997,108.180000,102.300003,107.459999,106.057289,105078400
