Date,Open,High,Low,Close,Adj Close,Volume
2012-04-01,null,null,null,null,null,null
2012-05-01,17.125422,17.533670,16.085859,16.494108,16.494108,682985500
2012-06-01,16.136364,18.493265,15.993266,17.680977,17.680977,686568400
2012-07-01,17.765152,19.423401,16.018518,18.644781,18.644781,641536100
2012-08-01,18.813131,20.235691,18.207071,19.978956,19.978956,527763200
2012-09-01,19.978956,21.317341,19.511784,20.357744,20.357744,470969900
2012-10-01,20.441919,21.439394,19.410774,20.311447,20.311447,608351100
2012-11-01,20.387205,22.306396,19.217173,22.230640,22.230640,459727400
2012-12-01,22.335859,22.369528,20.707071,21.464647,21.464647,413798500
2013-01-01,22.053871,23.846802,21.835016,23.556396,23.556396,553220600
2013-02-01,23.741583,24.103535,22.356903,23.026094,23.026094,352689800
2013-03-01,22.975590,23.569023,20.854378,22.819866,22.819866,661984700
2013-04-01,23.417509,24.427608,21.531986,22.049664,22.049664,586938800
2013-05-01,22.045454,24.036196,21.851852,22.769360,22.769360,474253700
2013-06-01,22.668350,22.680977,21.081650,21.767677,21.767677,511884500
2013-07-01,21.969696,24.200336,21.430977,21.755051,21.755051,583680200
2013-08-01,21.944445,22.946129,20.883839,21.039562,21.039562,435444700
2013-09-01,21.287878,23.947811,21.077440,23.484848,23.484848,411958700
2013-10-01,23.421717,23.674242,21.140572,22.184343,22.184343,625022800
2013-11-01,22.281145,22.664141,20.227272,21.262627,21.262627,695513500
2013-12-01,21.973906,23.282827,21.258417,23.093435,23.093435,552624300
2014-01-01,23.135521,23.526936,21.510942,22.390572,22.390572,935263100
2014-02-01,22.365320,25.126263,21.902357,24.734848,24.734848,587691700
2014-03-01,24.360270,25.105219,22.824074,23.249159,23.249159,455714400
2014-04-01,23.396465,23.674242,21.414141,21.813972,21.813972,627776100
2014-05-01,21.893940,22.201178,20.946970,21.351009,21.351009,661161900
2014-06-01,21.329966,21.439394,20.260942,21.069023,21.069023,637344000
2014-07-01,21.123737,22.550505,20.934343,22.234848,22.234848,581474000
2014-08-01,22.213804,24.010942,21.944445,23.358585,23.358585,584973500
2014-09-01,23.350168,24.116161,21.060606,23.834175,23.834175,873711000
2014-10-01,23.211279,23.602694,19.503366,22.095959,22.095959,676046500
2014-11-01,22.020203,23.425926,22.007576,23.097643,23.097643,292608200
2014-12-01,23.047138,24.385521,22.904041,23.619528,23.619528,464823500
2015-01-01,23.728956,24.107744,22.205387,22.306396,22.306396,204794200
2015-02-01,22.352694,24.772728,22.112795,24.372896,24.372896,137809800
2015-03-01,24.221380,25.643940,23.859428,24.276094,24.276094,210147200
2015-04-01,24.128788,25.311447,23.316498,24.520203,24.520203,167780000
2015-05-01,24.520203,25.942760,23.960438,25.824915,25.824915,120685800
2015-06-01,25.904882,26.641415,24.877947,25.353535,25.353535,179181800
2015-07-01,25.669191,29.350000,25.176767,28.120001,28.120001,448582200
2015-08-01,28.090000,28.940001,23.230000,27.110001,27.110001,271733300
2015-09-01,26.540001,27.600000,23.760000,24.440001,24.440001,258438500
2015-10-01,24.500000,28.570000,23.620001,27.900000,27.900000,350093400
2015-11-01,27.730000,29.690001,27.719999,29.590000,29.590000,229234400
2015-12-01,29.750000,29.830000,27.260000,27.480000,27.480000,198398100
2016-01-01,27.110001,27.250000,22.400000,23.459999,23.459999,316204500
2016-02-01,23.340000,24.540001,21.520000,23.799999,23.799999,262688600
2016-03-01,23.990000,24.620001,22.879999,23.860001,23.860001,263825400
2016-04-01,24.370001,26.209999,23.400000,24.430000,24.430000,287951800
2016-05-01,24.180000,24.620001,23.180000,24.459999,24.459999,167452200
2016-06-01,24.430000,24.950001,22.299999,23.410000,23.410000,221334100
2016-07-01,23.430000,31.790001,23.299999,31.160000,31.160000,293883100
2016-08-01,31.299999,32.230000,30.360001,32.160000,32.160000,192425200
2016-09-01,32.150002,33.189999,31.230000,32.900002,32.900002,176802300
2016-10-01,31.299999,33.029999,28.440001,28.510000,28.510000,285295700
2016-11-01,28.510000,29.440001,27.330000,27.809999,27.809999,191350000
2016-12-01,27.920000,30.520000,27.280001,29.690001,29.690001,218097800
2017-01-01,29.830000,32.849998,29.510000,31.830000,31.830000,244018200
2017-02-01,31.900000,34.310001,31.799999,33.900002,33.900002,163121800
2017-03-01,34.110001,34.430000,32.560001,33.570000,33.570000,163337400
2017-04-01,33.369999,34.740002,31.889999,33.410000,33.410000,207672800
2017-05-01,33.459999,35.299999,32.990002,34.299999,34.299999,173454600
2017-06-01,34.439999,36.500000,33.889999,34.919998,34.919998,184614800
